DCTPep_ID,Cell_Line,Disease,Cancer_Classified,Assay,Activity,Testing_Time,Literature
DCTPep00063,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=248 µM,4 h,1
DCTPep00063,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50=75 µM,4 h,1
DCTPep00064,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50=10 µM,4 h,1
DCTPep00064,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=25 µM,4 h,1
DCTPep00064,Meth A,Mouse fibrosarcoma,Sarcoma,MTT assay,IC50=7.9 µM,4 h,1
DCTPep00065,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50=12 µM,4 h,1
DCTPep00065,Meth A,Mouse fibrosarcoma,Sarcoma,MTT assay,IC50=14 µM,4 h,1
DCTPep00065,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=29 µM,4 h,1
DCTPep00066,Meth A,Mouse fibrosarcoma,Sarcoma,MTT assay,IC50=125 µM,4 h,1
DCTPep00066,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50=141 µM,4 h,1
DCTPep00066,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=423 µM,4 h,1
DCTPep00067,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=178 µM,4 h,1
DCTPep00067,Meth A,Mouse fibrosarcoma,Sarcoma,MTT assay,IC50=87 µM,4 h,1
DCTPep00067,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50=92 µM,4 h,1
DCTPep00068,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,30-40% viablity=100 µM ,24 h,1
DCTPep00069,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,80-90% viablity=100 µM ,24 h,1
DCTPep00070,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,55-65% viablity=100 µM ,24 h,1
DCTPep00071,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Resazurin assay,CC50=16.1±0.4 μM,"2, 24 h",4
DCTPep00071,MM96L,Melanoma,Carcinoma,Resazurin assay,CC50=17.9±0.7 μM,"2, 24 h",4
DCTPep00071,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Resazurin assay,CC50=9.5±0.2 μM,"2, 24 h",4
DCTPep00071,CLL (Primary Human Cells),Chronic lymphocytic leukemia,leukemia,FMCA assay,IC50=1.34  µM,72h,1
DCTPep00071,OVCA (Primary Human Cells),Ovarian carcinoma,Carcinoma,FMCA assay,IC50=11.03  µM,72h,1
DCTPep00071,RPMI-8226/Dox40,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=2.73 µM,72h,1
DCTPep00071,RPMI-8226/LR-5,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=3.19 µM,72h,1
DCTPep00071,RPMI-8226/s ,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=3.24 µM,72h,1
DCTPep00071,CCRF-CEM,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,FMCA assay,IC50=3.56 µM,72h,1
DCTPep00071,U251,Astrocytoma,Carcinoma,SRB assay,IC50=37.18 µg/ml,48h,2
DCTPep00071,ACHN ,Papillary renal cell carcinoma; Papillary renal cell carcinoma,Carcinoma,FMCA assay,IC50=4.19 µM,72h,1
DCTPep00071,U-937/Vcr,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=4.84 µM,72h,1
DCTPep00071,NCI-H69,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=4.88 µM,72h,1
DCTPep00071,NCI-H69AR,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=4.89 µM,72h,1
DCTPep00071,CCRF-CEM/VM-1,Not available,Not available,FMCA assay,IC50=4.97 µM,72h,1
DCTPep00071,U-937/GTB,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=6.35 µM,72h,1
DCTPep00071,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00071,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00071,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00071,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00072,ACHN ,Papillary renal cell carcinoma; Papillary renal cell carcinoma,Carcinoma,FMCA assay,IC50=2.63 µM,72h,1
DCTPep00072,RPMI-8226/Dox40,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=3.14 µM,72h,1
DCTPep00072,U251,Astrocytoma,Carcinoma,SRB assay,IC50=44.49 µg/ml,48h,2
DCTPep00072,RPMI-8226/s ,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=5.90 µM,72h,1
DCTPep00072,RPMI-8226/LR-5,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=6.31 µM,72h,1
DCTPep00072,U-937/GTB,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=7.07 µM,72h,1
DCTPep00072,NCI-H69AR,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=7.12 µM,72h,1
DCTPep00072,CCRF-CEM,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,FMCA assay,IC50=7.13 µM,72h,1
DCTPep00072,CCRF-CEM/VM-1,Not available,Not available,FMCA assay,IC50=7.15 µM,72h,1
DCTPep00072,U-937/Vcr,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=7.45 µM,72h,1
DCTPep00072,NCI-H69,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=7.49 µM,72h,1
DCTPep00072,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00072,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00072,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00072,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,2
DCTPep00073,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Resazurin assay,CC50=0.64±0.02 µM ,24h,4
DCTPep00073,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Resazurin assay,CC50=0.82±0.20 µM ,24h,4
DCTPep00073,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,Resazurin assay,CC50=1.77±0.10 µM ,24h,4
DCTPep00073,CLL (Primary Human Cells),Chronic lymphocytic leukemia,leukemia,FMCA assay,IC50=0.1 µM,72h,1
DCTPep00073,CCRF-CEM,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,FMCA assay,IC50=0.11 µM,72h,1
DCTPep00073,NCI-H69,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=0.12 µM,72h,1
DCTPep00073,RPMI-8226/Dox40,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=0.12 µM,72h,1
DCTPep00073,RPMI-8226/LR-5,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=0.12 µM,72h,1
DCTPep00073,RPMI-8226/s ,Plasma cell myeloma; Multiple myeloma,Carcinoma,FMCA assay,IC50=0.12 µM,72h,1
DCTPep00073,CCRF-CEM/VM-1,Not available,Not available,FMCA assay,IC50=0.14 µM,72h,1
DCTPep00073,U-937/Vcr,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=0.20 µM,72h,1
DCTPep00073,ACHN ,Papillary renal cell carcinoma; Papillary renal cell carcinoma,Carcinoma,FMCA assay,IC50=0.22 µM,72h,1
DCTPep00073,NCI-H69AR,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,FMCA assay,IC50=0.26 µM,72h,1
DCTPep00073,U-937/GTB,Adult acute monocytic leukemia; Acute monoblastic/monocytic leukemia,Leukemia,FMCA assay,IC50=0.26 µM,72h,1
DCTPep00073,OVCA (Primary Human Cells),Ovarian carcinoma,Carcinoma,FMCA assay,IC50=1.32  µM,72h,1
DCTPep00073,U251,Astrocytoma,Carcinoma,SRB assay,IC50=17.05 µg/ml,48h,2
DCTPep00073,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50=4.81 µg/ml,48h,2
DCTPep00073,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50=5.08 µg/ml,48h,2
DCTPep00073,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50=5.99 µg/ml,48h,2
DCTPep00073,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50=6.07 µg/ml,48h,2
DCTPep00074,U251,Astrocytoma,Carcinoma,SRB assay,IC50=44.70 µg/ml,48h,1
DCTPep00074,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00074,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00074,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00074,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00075,U251,Astrocytoma,Carcinoma,SRB assay,IC50=46.62 µg/ml,48h,1
DCTPep00075,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00075,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00075,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00075,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00076,U251,Astrocytoma,Carcinoma,SRB assay,IC50=38.84 µg/ml,48h,1
DCTPep00076,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00076,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00076,DU145,Prostate carcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00076,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>10 µg/ml,48h,1
DCTPep00077,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,MTT assay,60% Cytotoxicity at 0.5 µg/ml,6 h,2
DCTPep00077,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00077,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00077,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00078,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00078,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00079,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00079,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=28 ± 1 μM(pH=7.4); IC50=25 ± 2 μM(pH=5.5),2 h,2
DCTPep00079,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50>1 μM,Not available,1
DCTPep00080,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00080,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00080,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50>100 μM,Not available,1
DCTPep00081,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00081,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00081,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00082,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00082,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00083,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00083,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00084,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00084,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00085,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00085,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00086,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00086,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00087,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00087,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Renal cancer group (NCI),Renal Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00088,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50>10 μM,Not available,1
DCTPep00089,Melanoma cancer group (NCI),Melanoma cancer group (NCI),Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00089,Ovarian cancer group (NCI),Ovarian Carcinoma,Carcinoma,Not available,IC50=1 μM,Not available,1
DCTPep00089,Breast cancer group (NCI),Breast Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00089,CNS cancer group (NCI),CNS Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00089,Colon cancer group (NCI),Colon Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00089,Leukemia group (NCI),Leukemia,Leukemia,Not available,IC50=10 μM,Not available,1
DCTPep00089,Lung cancer group (NCI),Lung Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
DCTPep00089,Prostate cancer group (NCI),Prostate Carcinoma,Carcinoma,Not available,IC50=10 μM,Not available,1
